java -jar RankLib-2.14.jar -train ../data/experiment/before_train.txt -test ../data/experiment/before_test.txt -validate ../data/experiment/before_validate.txt -ranker 6 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model/experiment/model_before.txt

Discard orig. features
Training data:	../data/experiment/before_train.txt
Test data:	../data/experiment/before_test.txt
Validation data:	../data/experiment/before_validate.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No
Model file: ../model/experiment/model_before.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Min leaf support: 1
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [../data/experiment/before_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/experiment/before_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/experiment/before_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
467     | 0.6994    | 0.6115    | 
468     | 0.6996    | 0.6124    | 
469     | 0.6996    | 0.6099    | 
470     | 0.6983    | 0.6093    | 
471     | 0.6981    | 0.6125    | 
472     | 0.6981    | 0.6123    | 
473     | 0.6982    | 0.6123    | 
474     | 0.6982    | 0.6124    | 
475     | 0.6981    | 0.6103    | 
476     | 0.698     | 0.608     | 
477     | 0.6982    | 0.6079    | 
478     | 0.6981    | 0.6082    | 
479     | 0.6987    | 0.6086    | 
480     | 0.6991    | 0.6075    | 
481     | 0.6989    | 0.6074    | 
482     | 0.6997    | 0.6069    | 
483     | 0.6993    | 0.6077    | 
484     | 0.6993    | 0.6066    | 
485     | 0.6996    | 0.6066    | 
486     | 0.6997    | 0.6075    | 
487     | 0.6997    | 0.6052    | 
488     | 0.6999    | 0.6072    | 
489     | 0.7004    | 0.6078    | 
490     | 0.6995    | 0.6071    | 
491     | 0.6996    | 0.6071    | 
492     | 0.7       | 0.6067    | 
493     | 0.7005    | 0.6063    | 
494     | 0.7005    | 0.6062    | 
495     | 0.7005    | 0.6054    | 
496     | 0.7003    | 0.6054    | 
497     | 0.6999    | 0.6054    | 
498     | 0.7       | 0.6055    | 
499     | 0.7012    | 0.6061    | 
500     | 0.701     | 0.6061    | 
501     | 0.7012    | 0.6069    | 
502     | 0.7017    | 0.6064    | 
503     | 0.7019    | 0.6071    | 
504     | 0.7015    | 0.607     | 
505     | 0.7018    | 0.6068    | 
506     | 0.7015    | 0.6075    | 
507     | 0.7017    | 0.6069    | 
508     | 0.7023    | 0.6061    | 
509     | 0.7038    | 0.6074    | 
510     | 0.7044    | 0.6079    | 
511     | 0.7039    | 0.6078    | 
512     | 0.7037    | 0.6074    | 
513     | 0.7038    | 0.6078    | 
514     | 0.704     | 0.6079    | 
515     | 0.7048    | 0.6069    | 
516     | 0.7051    | 0.6086    | 
517     | 0.7051    | 0.6085    | 
518     | 0.7051    | 0.6089    | 
519     | 0.7056    | 0.6094    | 
520     | 0.7057    | 0.6094    | 
521     | 0.7055    | 0.6095    | 
522     | 0.7055    | 0.6095    | 
523     | 0.7054    | 0.6089    | 
524     | 0.7055    | 0.6099    | 
525     | 0.7054    | 0.6095    | 
526     | 0.705     | 0.6107    | 
527     | 0.7043    | 0.6104    | 
528     | 0.7041    | 0.6087    | 
529     | 0.7039    | 0.6099    | 
530     | 0.704     | 0.6102    | 
531     | 0.7041    | 0.6095    | 
532     | 0.7045    | 0.6097    | 
533     | 0.7047    | 0.6091    | 
534     | 0.7052    | 0.6093    | 
535     | 0.7054    | 0.6092    | 
536     | 0.7057    | 0.6095    | 
537     | 0.7056    | 0.6095    | 
538     | 0.7058    | 0.6091    | 
539     | 0.7055    | 0.6102    | 
---------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.6955
NDCG@10 on validation data: 0.6196
---------------------------------
NDCG@10 on test data: 0.6548

Model saved to: ../model/experiment/model_before.txt
